Клиент,Материал,Краткий текст материала,ЕИ,Общее количество,Месяц поставки,Год поставки,Полугодие,Срок поставки,Грузополучатель,Цена,Способ закупки,№ заказа,№ позиции,Дата заказа,ID Лота
57650.0,770000804080,Кабель гибкий КГН 3х50+1х25,КМ,0.54,12,2020,2,2020-12-31,20000570.0,1483683.53,Прочие закупки,11015299,330,2020-09-04,100000383207.0
57650.0,770000804072,Кабель гибкий КГН 3х70+1х35,КМ,0.482,12,2020,2,2020-12-31,20000570.0,1985981.52,Прочие закупки,11015299,350,2020-09-04,100000383207.0
57650.0,770000111819,Кабель гибкий КГН 4х16,КМ,0.08,12,2020,2,2020-12-31,20000570.0,570069.11,Прочие закупки,11015299,380,2020-09-04,100000383207.0
59.0,770000498333,Провод СИП-3 1х95-20,КМ,0.3,9,2021,2,2021-09-30,20000221.0,125928.24,Конкурентный отбор,11015449,100,2020-09-04,100000435822.0
59.0,770000498333,Провод СИП-3 1х95-20,КМ,0.2,9,2021,2,2021-09-30,20000221.0,125928.24,Конкурентный отбор,11015449,110,2020-09-04,100000435822.0
59.0,770000498333,Провод СИП-3 1х95-20,КМ,0.6,8,2021,2,2021-08-31,20000221.0,125928.24,Конкурентный отбор,11015492,130,2020-09-04,100000435822.0
64025.0,770000379514,"Кабель ВВГнг(А)-LS 5х6ок(N,PE)-0,66",КМ,2.0,4,2021,1,2021-04-01,20001384.0,450576.88,Конкурентный отбор,11015529,60,2020-09-04,100000414357.0
64025.0,770000717414,"Кабель К9РВСБПМнг(А)-HF 3х2,5ок(N,PE)-1",КМ,0.663,4,2021,1,2021-04-02,20001295.0,428659.12,Конкурентный отбор,11015608,40,2020-09-04,100000412272.0
24446.0,770000779699,"Кабель КВВГЭнг(А)-LS 5х2,5",КМ,1.1,12,2020,2,2020-12-22,24446.0,102937.2,,11015700,30,2020-09-04,100000377772.0
24446.0,770000274453,"Кабель КВВГЭнг(А)-LS 7х1,5",КМ,0.16,12,2020,2,2020-12-30,24446.0,117120.0,,11016059,30,2020-09-07,100000379290.0
27645.0,770000969635,Намотчик KTU 10 FA Vetter/331700,ШТ,1.0,12,2020,2,2020-12-31,20000286.0,3426120.0,Конкурентный отбор,11016501,170,2020-09-08,100000394332.0
57650.0,770000995334,"Кабель КуПе-ОЭмвзнг(А)-ХЛ 37х1,0",КМ,3.13,8,2021,2,2021-08-30,20000537.0,3182084.48,Конкурентный отбор,11016584,150,2020-09-08,100000420032.0
57650.0,770000986779,"Кабель КУИНнг(А) 7х1,0 ВЭм-ХЛ-УФ",КМ,0.25,8,2021,2,2021-08-30,20000537.0,770709.9,Конкурентный отбор,11016584,160,2020-09-08,100000420035.0
57650.0,770001019952,КабельАУТФОРС КУПЭШвнг(А)LS-ХЛ-УФ 2х2х1,КМ,0.585,8,2021,2,2021-08-30,20000537.0,793242.01,Конкурентный отбор,11016584,170,2020-09-08,100000420035.0
64025.0,1154116,"Кабель гибкий КГ-ХЛ 1х35-0,66",КМ,0.1,7,2021,2,2021-07-31,20001295.0,1090471.79,Конкурентный отбор,11016631,1120,2020-09-08,100000399534.0
27605.0,1183736,"Шнур ШВВП 2х0,75",М,10.0,12,2020,2,2020-12-28,20000770.0,36.0,,11016708,50,2020-09-09,100000368256.0
44114.0,770000859288,Наконечник ТМЛ 16-6-6,ШТ,20.0,1,2021,1,2021-01-06,20001401.0,17.82,Прочие закупки,11016974,1560,2020-09-09,100000382860.0
44114.0,770000804066,Кабель гибкий КГН 3х4,КМ,0.1,2,2021,1,2021-02-05,20001401.0,131607.13,Прочие закупки,11016974,1610,2020-09-09,100000382860.0
44114.0,770000134933,Кабель гибкий КГН 5х4,КМ,0.496,2,2021,1,2021-02-05,20001401.0,207200.88,Прочие закупки,11016974,1670,2020-09-09,100000382860.0
44114.0,770000804067,Кабель гибкий КГН 5х6,КМ,2.845,2,2021,1,2021-02-05,20001401.0,390301.21,Прочие закупки,11016974,1720,2020-09-09,100000382860.0
44114.0,770000804824,"Кабель Тофлекс КГН 4х2,5-660",КМ,0.23,2,2021,1,2021-02-05,20001401.0,167372.23,Прочие закупки,11016974,1730,2020-09-09,100000382860.0
44114.0,770000804749,"Кабель H07RN-F 4х2,5 450/750В",КМ,0.303,2,2021,1,2021-02-05,20001401.0,208441.5,Прочие закупки,11016974,1830,2020-09-09,100000382860.0
44114.0,770000817639,Кабель ДОТс-нг(А)-HF-12У 6кН,КМ,3.6,2,2021,1,2021-02-05,20001401.0,101540.28,Прочие закупки,11016974,1860,2020-09-09,100000382860.0
44114.0,770000804746,Кабель H07RN-F 5х6 450/750 В,КМ,0.3,2,2021,1,2021-02-05,20001401.0,432842.89,Прочие закупки,11016974,1980,2020-09-09,100000382860.0
44114.0,770000353617,"Кабель гибкий КГ-ХЛ 1х6-0,66 кВ",КМ,0.105,2,2021,1,2021-02-05,20001401.0,52915.61,Прочие закупки,11016974,2000,2020-09-09,100000382860.0
44114.0,770000859293,Наконечник ТМЛ 6-4-4,ШТ,480.0,1,2021,1,2021-01-06,20001401.0,6.64,Прочие закупки,11016974,2020,2020-09-09,100000382860.0
44114.0,770000859291,Наконечник ТМЛ 6-5-4,ШТ,20.0,1,2021,1,2021-01-06,20001401.0,6.64,Прочие закупки,11016974,2060,2020-09-09,100000382860.0
44114.0,770000829246,Кабель гибкий КГН 4х35,КМ,0.125,2,2021,1,2021-02-05,20001401.0,1195045.03,Прочие закупки,11016974,2110,2020-09-09,100000382860.0
44114.0,770000859245,Наконечник ТМЛ 10-6-5,ШТ,130.0,1,2021,1,2021-01-06,20001401.0,15.23,Прочие закупки,11016974,2170,2020-09-09,100000382860.0
44114.0,770000805621,"Кабель МКЭШВнг(А)-LS-ХЛ 10х1,5мз",КМ,0.11,2,2021,1,2021-02-05,20001401.0,553275.52,Прочие закупки,11016974,2180,2020-09-09,100000382860.0
44114.0,770000095289,Провод ПуГВ 1х6 з-ж,КМ,0.145,2,2021,1,2021-02-05,20001401.0,44772.61,Прочие закупки,11016974,2210,2020-09-09,100000382860.0
44114.0,770000851389,Муфта 5ПКВ(Н)Тп-1-10/16,ШТ,4.0,12,2020,2,2020-12-07,20001401.0,1085.24,Прочие закупки,11016974,2380,2020-09-09,100000382860.0
44114.0,770000851372,Муфта 1КВТпН-4х(70-120),ШТ,12.0,12,2020,2,2020-12-07,20001401.0,1305.46,Прочие закупки,11016974,2410,2020-09-09,100000382860.0
44114.0,770000447881,Муфта 4ПКВ(Н)ТП-1-25/50,ШТ,12.0,12,2020,2,2020-12-07,20001401.0,1012.72,Прочие закупки,11016974,2530,2020-09-09,100000382860.0
44114.0,770000804826,"Кабель Тофлекс КГН 5х2,5-660",КМ,0.045,2,2021,1,2021-02-05,20001401.0,191738.94,Прочие закупки,11016974,2580,2020-09-09,100000382860.0
44114.0,770000805618,Кабель МКЭШВнг(А)-ХЛ 2х2х1мз,КМ,0.113,2,2021,1,2021-02-05,20001401.0,305184.68,Прочие закупки,11016974,2620,2020-09-09,100000382860.0
44114.0,770000099653,"Кабель КВПнг(А)-LS-5е 4х2х0,52",КМ,1.33,2,2021,1,2021-02-05,20001401.0,72088.2,Прочие закупки,11016974,2630,2020-09-09,100000382860.0
44114.0,770000129657,Кабель гибкий КГ-ХЛ 1х95,КМ,0.012,2,2021,1,2021-02-05,20001401.0,616023.08,Прочие закупки,11016974,2660,2020-09-09,100000382860.0
44114.0,1154095,"Кабель гибкий КГН 3х2,5",КМ,0.065,2,2021,1,2021-02-05,20001401.0,94945.4,Прочие закупки,11016974,2690,2020-09-09,100000382860.0
39295.0,770000853057,"Кабель ВВГнг(А)-LS 3х4(N,PE)-0,66",КМ,0.02,1,2021,1,2021-01-31,20000447.0,72000.0,,11017011,220,2020-09-09,100000368521.0
39295.0,1173562,"Провод ПВС 3х0,75",КМ,0.02,1,2021,1,2021-01-31,20000447.0,33600.0,,11017011,230,2020-09-09,100000368521.0
64025.0,770000680200,Кабель 31НРК-Т-2,КМ,0.36,2,2021,1,2021-02-18,20001293.0,322230.96,Прочие закупки,11017163,60,2020-09-10,100000393326.0
64025.0,1195534,"Кабель КСБнг(А)-FRHF 2х2х1,13",КМ,0.3,2,2021,1,2021-02-18,20001293.0,167723.0,Прочие закупки,11017164,20,2020-09-10,100000393326.0
78154.0,1167408,Наконечник 150-16-19-М-УХЛ3,ШТ,22.0,2,2021,1,2021-02-16,20001078.0,320.82,,11017216,10,2020-09-10,100000389908.0
78154.0,770000455626,Провод ПуГВ 1х150 ж-з,КМ,0.003,1,2021,1,2021-01-31,20001078.0,1.2,,11017216,20,2020-09-10,
8536.0,770000918980,КабельParLan U/UTP Cat5e ZH нг(А)-FRHF 4,КМ,100.0,1,2021,1,2021-01-19,20000052.0,476.63,,11017787,80,2020-09-11,100000370455.0
8536.0,770000918986,"Кабель МКЭШВнг(А)-FRLS 2х2х0,75",КМ,250.0,1,2021,1,2021-01-19,20000052.0,476.63,,11017787,90,2020-09-11,100000370455.0
8536.0,1247416,Кабель греющий 8XTV2-CT Raychem/325059,КМ,10.373,1,2021,1,2021-01-19,20000052.0,1080528.85,,11017787,200,2020-09-11,100000370490.0
8536.0,1247418,Кабель греющий 12XTV2-CT Raychem/427089,КМ,2.552,1,2021,1,2021-01-19,20000052.0,1080528.8,,11017787,210,2020-09-11,100000370490.0
8536.0,770000918999,"Кабель КПСЭнг(А)-FRLS 3х2х2,5",М,250.0,1,2021,1,2021-01-19,20000052.0,476.63,,11017787,1220,2020-09-11,100000370455.0
8536.0,770000503367,Кабель 10BTV2-CT Raychem/567513-000,КМ,1.178,1,2021,1,2021-01-19,20000052.0,599591.62,,11017787,1250,2020-09-11,100000370490.0
8536.0,770000737928,Кабель 10VPL2-CT Raychem/892652-000,КМ,1.452,1,2021,1,2021-01-19,20000052.0,1080529.28,,11017787,2160,2020-09-11,100000370490.0
8536.0,770000737922,Кабель греющий 5VPL2-CT Raychem/451828-0,КМ,3.316,1,2021,1,2021-01-19,20000052.0,1080528.94,,11017787,3710,2020-09-11,100000370490.0
8536.0,770000017530,Кабель греющий 4XTV2-CT Raychem/002735,КМ,13.89,1,2021,1,2021-01-19,20000052.0,1080528.82,,11017787,5060,2020-09-11,100000370490.0
64025.0,770000647593,"Кабель гибкий КГ-ХЛ 5х6-0,66",КМ,0.4,6,2021,1,2021-06-30,20001295.0,386746.09,Конкурентный отбор,11017843,60,2020-09-12,100000399534.0
64025.0,770000341192,Кабель КГ-ХЛ 4х16-660,КМ,0.25,6,2021,1,2021-06-30,20001295.0,722651.35,Конкурентный отбор,11017843,430,2020-09-12,100000399534.0
64025.0,770001007972,Провод ТОФЛЕКС ПуГВнг(А)-LS-ХЛ 1х10 (PE),КМ,0.1,6,2021,1,2021-06-30,20001295.0,105971.27,Конкурентный отбор,11017843,720,2020-09-12,100000415009.0
64025.0,770001007976,Провод ТОФЛЕКС ПуГВнг(А)-LS-ХЛ 1х4 (PE),КМ,0.3,6,2021,1,2021-06-30,20001295.0,118583.9,Конкурентный отбор,11017843,730,2020-09-12,100000415009.0
64025.0,1154110,Кабель гибкий КГ-ХЛ 1х16,КМ,0.1,6,2021,1,2021-06-30,20001295.0,455656.27,Конкурентный отбор,11017843,740,2020-09-12,100000415009.0
64025.0,770000367610,"Кабель гибкий КГ-ХЛ 4х35-0,66",КМ,0.25,6,2021,1,2021-06-30,20001295.0,722651.35,Конкурентный отбор,11017843,750,2020-09-12,100000415009.0
64025.0,770000837956,Провод ПуГВнг(А)-LS 1х6(PE),КМ,0.3,6,2021,1,2021-06-30,20001295.0,139435.2,Конкурентный отбор,11017843,760,2020-09-12,100000415009.0
64025.0,770000518631,"Кабель ВВГнг(А)-LS 3х2,5ок(N,PE)-1",КМ,0.1,6,2021,1,2021-06-30,20001295.0,239171.88,Конкурентный отбор,11017843,770,2020-09-12,100000415009.0
64025.0,770000296036,"Кабель гибкий КГ-ХЛ 3х70+1х35(PE)-0,66",КМ,0.3,6,2021,1,2021-06-30,20001295.0,2477023.75,Конкурентный отбор,11017843,780,2020-09-12,100000415009.0
64025.0,770000462572,Наконечник ТМЛ 35-8-9 ЗЭТА/zeta10625,ШТ,50.0,10,2021,2,2021-10-05,20001295.0,43.15,Конкурентный отбор,11017843,970,2020-09-12,100000444458.0
64025.0,770000470005,Наконечник ТМЛ 6-5-4 ЗЭТА/zeta10615,ШТ,50.0,10,2021,2,2021-10-05,20001295.0,11.56,Конкурентный отбор,11017843,1020,2020-09-12,100000444458.0
64025.0,770000647593,"Кабель гибкий КГ-ХЛ 5х6-0,66",КМ,0.3,7,2021,2,2021-07-31,20001295.0,386746.09,Конкурентный отбор,11017844,30,2020-09-12,100000399534.0
64025.0,770000462572,Наконечник ТМЛ 35-8-9 ЗЭТА/zeta10625,ШТ,50.0,10,2021,2,2021-10-05,20001295.0,43.15,Конкурентный отбор,11017844,250,2020-09-12,100000444458.0
64025.0,770000470005,Наконечник ТМЛ 6-5-4 ЗЭТА/zeta10615,ШТ,50.0,10,2021,2,2021-10-05,20001295.0,11.56,Конкурентный отбор,11017844,260,2020-09-12,100000444458.0
64025.0,770000647593,"Кабель гибкий КГ-ХЛ 5х6-0,66",КМ,0.5,6,2021,1,2021-06-30,20001295.0,386746.09,Конкурентный отбор,11017845,210,2020-09-12,100000399534.0
64025.0,770000341192,Кабель КГ-ХЛ 4х16-660,КМ,0.5,6,2021,1,2021-06-30,20001295.0,722651.35,Конкурентный отбор,11017845,440,2020-09-12,100000399534.0
64025.0,770001007976,Провод ТОФЛЕКС ПуГВнг(А)-LS-ХЛ 1х4 (PE),КМ,0.3,6,2021,1,2021-06-30,20001295.0,118583.9,Конкурентный отбор,11017845,730,2020-09-12,100000415009.0
64025.0,770001007972,Провод ТОФЛЕКС ПуГВнг(А)-LS-ХЛ 1х10 (PE),КМ,0.2,6,2021,1,2021-06-30,20001295.0,105971.27,Конкурентный отбор,11017845,740,2020-09-12,100000415009.0
64025.0,1154110,Кабель гибкий КГ-ХЛ 1х16,КМ,0.1,6,2021,1,2021-06-30,20001295.0,455656.27,Конкурентный отбор,11017845,750,2020-09-12,100000415009.0
64025.0,770000367610,"Кабель гибкий КГ-ХЛ 4х35-0,66",КМ,0.5,6,2021,1,2021-06-30,20001295.0,722651.35,Конкурентный отбор,11017845,760,2020-09-12,100000415009.0
64025.0,770000837956,Провод ПуГВнг(А)-LS 1х6(PE),КМ,0.2,6,2021,1,2021-06-30,20001295.0,139435.2,Конкурентный отбор,11017845,770,2020-09-12,100000415009.0
64025.0,770000518631,"Кабель ВВГнг(А)-LS 3х2,5ок(N,PE)-1",КМ,0.3,6,2021,1,2021-06-30,20001295.0,239171.88,Конкурентный отбор,11017845,780,2020-09-12,100000415009.0
64025.0,770000296036,"Кабель гибкий КГ-ХЛ 3х70+1х35(PE)-0,66",КМ,0.5,6,2021,1,2021-06-30,20001295.0,2477023.75,Конкурентный отбор,11017845,790,2020-09-12,100000415009.0
64025.0,770000462572,Наконечник ТМЛ 35-8-9 ЗЭТА/zeta10625,ШТ,50.0,10,2021,2,2021-10-05,20001295.0,43.15,Конкурентный отбор,11017845,1020,2020-09-12,100000444458.0
64025.0,770000470005,Наконечник ТМЛ 6-5-4 ЗЭТА/zeta10615,ШТ,50.0,10,2021,2,2021-10-05,20001295.0,11.56,Конкурентный отбор,11017845,1030,2020-09-12,100000444458.0
64025.0,770000647593,"Кабель гибкий КГ-ХЛ 5х6-0,66",КМ,0.5,7,2021,2,2021-07-31,20001295.0,386746.09,Конкурентный отбор,11017846,50,2020-09-12,100000399534.0
64025.0,770001007976,Провод ТОФЛЕКС ПуГВнг(А)-LS-ХЛ 1х4 (PE),КМ,0.2,7,2021,2,2021-07-31,20001295.0,149722.93,Конкурентный отбор,11017846,200,2020-09-12,100000415009.0
64025.0,770000462572,Наконечник ТМЛ 35-8-9 ЗЭТА/zeta10625,ШТ,50.0,10,2021,2,2021-10-05,20001295.0,43.15,Конкурентный отбор,11017846,290,2020-09-12,100000444458.0
64025.0,770000470005,Наконечник ТМЛ 6-5-4 ЗЭТА/zeta10615,ШТ,50.0,10,2021,2,2021-10-05,20001295.0,11.56,Конкурентный отбор,11017846,300,2020-09-12,100000444458.0
78154.0,770000356330,Наконечник П 25-8 Т2 ЗЭТА/zeta10824,ШТ,20.0,2,2021,1,2021-02-28,20001078.0,1.2,,11018078,50,2020-09-14,
78154.0,770000736054,Провод ПуГВ 1х25 Б,КМ,0.02,2,2021,1,2021-02-28,20001078.0,1.2,,11018078,60,2020-09-14,
78154.0,770000713102,Муфта 3ПКТп-6-25/50-Б,ШТ,2.0,2,2021,1,2021-02-28,20001078.0,1.2,,11018078,70,2020-09-14,
78154.0,770000403693,Муфта концевая 3ПКТп-6-70/120-Б,ШТ,2.0,2,2021,1,2021-02-28,20001078.0,1.2,,11018078,80,2020-09-14,
78154.0,770000318796,Наконечник ТМЛ 10-6-5 КВТ,ШТ,8.0,2,2021,1,2021-02-28,20001078.0,1.2,,11018078,90,2020-09-14,
78154.0,770000470008,Наконечник ТМЛ 35-10- 9 ЗЭТА/zeta10636,ШТ,8.0,2,2021,1,2021-02-28,20001078.0,1.2,,11018078,100,2020-09-14,
78154.0,770000423299,Наконечник ТМЛ 150-16-19 КВТ,ШТ,16.0,2,2021,1,2021-02-28,20001078.0,1.2,,11018078,110,2020-09-14,
78154.0,770000775152,Провод ПуГВ 1х6 з-ж,М,60.0,2,2021,1,2021-02-28,20001078.0,1.2,,11018078,130,2020-09-14,
78154.0,770000775152,Провод ПуГВ 1х6 з-ж,М,30.0,2,2021,1,2021-02-28,20001078.0,1.2,,11018104,190,2020-09-14,
78154.0,770000364414,Наконечник ТМЛ 6-5-4 КВТ,ШТ,36.0,2,2021,1,2021-02-28,20001078.0,1.2,,11018104,200,2020-09-14,
78154.0,770000853272,Муфта ККТ-1,КТ,48.0,2,2021,1,2021-02-28,20001078.0,1.2,,11018104,210,2020-09-14,
78154.0,1167380,Наконечник 10-8-5-М-УХЛ3,ШТ,12.0,2,2021,1,2021-02-28,20001078.0,1.2,,11018104,220,2020-09-14,
44114.0,770000099653,"Кабель КВПнг(А)-LS-5е 4х2х0,52",КМ,1.33,2,2021,1,2021-02-05,20001123.0,72088.2,Прочие закупки,11018155,100,2020-09-14,100000382860.0
44114.0,770000817639,Кабель ДОТс-нг(А)-HF-12У 6кН,КМ,1.65,2,2021,1,2021-02-05,20001123.0,96914.3,Прочие закупки,11018155,110,2020-09-14,100000382860.0
44114.0,770000804053,Кабель КГ-ХЛ 1х6-660,КМ,0.01,2,2021,1,2021-02-05,20001123.0,1437909.02,Прочие закупки,11018155,120,2020-09-14,100000382860.0
44114.0,770000129657,Кабель гибкий КГ-ХЛ 1х95,КМ,0.012,2,2021,1,2021-02-05,20001123.0,616970.26,Прочие закупки,11018155,130,2020-09-14,100000382860.0
44114.0,770000634292,"Кабель КВВГнг(А)-ХЛ 4х1,5",КМ,0.012,2,2021,1,2021-02-05,20001123.0,62083.4,Прочие закупки,11018155,160,2020-09-14,100000382860.0
44114.0,770000804824,"Кабель Тофлекс КГН 4х2,5-660",КМ,0.22,2,2021,1,2021-02-05,20001123.0,158631.44,Прочие закупки,11018155,170,2020-09-14,100000382860.0
44114.0,770000805618,Кабель МКЭШВнг(А)-ХЛ 2х2х1мз,КМ,0.113,2,2021,1,2021-02-05,20001123.0,305184.68,Прочие закупки,11018155,180,2020-09-14,100000382860.0
44114.0,770000805621,"Кабель МКЭШВнг(А)-LS-ХЛ 10х1,5мз",КМ,0.11,2,2021,1,2021-02-05,20001123.0,553275.52,Прочие закупки,11018155,190,2020-09-14,100000382860.0
44114.0,770000804191,Кабель гибкий КГН 3х25+1х16-660,КМ,0.3,2,2021,1,2021-02-05,20001123.0,821111.59,Прочие закупки,11018155,240,2020-09-14,100000382860.0
44114.0,770000804746,Кабель H07RN-F 5х6 450/750 В,КМ,0.448,2,2021,1,2021-02-05,20001123.0,432842.89,Прочие закупки,11018155,300,2020-09-14,100000382860.0
44114.0,770000804072,Кабель гибкий КГН 3х70+1х35,КМ,1.08,2,2021,1,2021-02-05,20001123.0,1669670.66,Прочие закупки,11018155,320,2020-09-14,100000382860.0
44114.0,770000804749,"Кабель H07RN-F 4х2,5 450/750В",КМ,0.303,2,2021,1,2021-02-05,20001123.0,208441.5,Прочие закупки,11018155,440,2020-09-14,100000382860.0
44114.0,770000111819,Кабель гибкий КГН 4х16,КМ,0.015,2,2021,1,2021-02-05,20001123.0,570069.11,Прочие закупки,11018155,660,2020-09-14,100000382860.0
44114.0,770000859293,Наконечник ТМЛ 6-4-4,ШТ,510.0,1,2021,1,2021-01-06,20001123.0,6.64,Прочие закупки,11018155,760,2020-09-14,100000382860.0
44114.0,770000859288,Наконечник ТМЛ 16-6-6,ШТ,20.0,1,2021,1,2021-01-06,20001123.0,17.82,Прочие закупки,11018155,810,2020-09-14,100000382860.0
44114.0,770000804085,Кабель гибкий КГН 3х95+1х50,КМ,0.278,2,2021,1,2021-02-05,20001123.0,2529396.34,Прочие закупки,11018155,1210,2020-09-14,100000382860.0
44114.0,770000851372,Муфта 1КВТпН-4х(70-120),ШТ,12.0,12,2020,2,2020-12-07,20001123.0,1305.46,Прочие закупки,11018155,1390,2020-09-14,100000382860.0
44114.0,770000134933,Кабель гибкий КГН 5х4,КМ,0.518,2,2021,1,2021-02-05,20001123.0,207200.88,Прочие закупки,11018155,1410,2020-09-14,100000382860.0
44114.0,770000090186,"Кабель гибкий КГН 5х2,5",КМ,0.045,2,2021,1,2021-02-05,20001123.0,1174844.92,Прочие закупки,11018155,1560,2020-09-14,100000382860.0
44114.0,770000804066,Кабель гибкий КГН 3х4,КМ,0.262,2,2021,1,2021-02-05,20001123.0,131607.13,Прочие закупки,11018155,1710,2020-09-14,100000382860.0
44114.0,1154107,Кабель гибкий КГН 5х16,КМ,0.027,2,2021,1,2021-02-05,20001123.0,708355.36,Прочие закупки,11018155,1770,2020-09-14,100000382860.0
,770000804067,Кабель гибкий КГН 5х6,КМ,2.578,2,2021,1,2021-02-06,20001123.0,274050.82,Прочие закупки,11018155,1800,2020-09-14,100000382860.0
78154.0,770000059269,"Провод ПуГВ 1х2,5 450/750В зелено-желтый",КМ,0.03,2,2021,1,2021-02-28,20001078.0,1.2,,11018279,20,2020-09-14,
78154.0,770000306573,Наконечник штыревой НШвИ 16-12,ШТ,50.0,2,2021,1,2021-02-28,20001078.0,1.2,,11018279,140,2020-09-14,
78154.0,770000385118,Муфта 4ПКТп(б)-1-16/25-Б,ШТ,87.0,2,2021,1,2021-02-28,20001078.0,1.2,,11018301,10,2020-09-14,
78154.0,770000775152,Провод ПуГВ 1х6 з-ж,М,50.0,2,2021,1,2021-02-28,20001078.0,1.2,,11018301,190,2020-09-15,
78154.0,1167573,Наконечник 6-5-4-М-Т2,ШТ,400.0,2,2021,1,2021-02-28,20001078.0,1.2,,11018301,200,2020-09-15,
78154.0,770000076241,Провод ПуГВ 1х16 450/750В зелено-желтый,КМ,0.15,2,2021,1,2021-02-28,20001078.0,1.2,,11018301,230,2020-09-15,
